declare_partition_ALS_desc;Let the world know of your desire to take as much of Elsass as you want;;;;;;;;;;;;;x
partition_ALS_news_longer;$COUNTRY$ has decided that it will make Elsass pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ALS_news_short;$COUNTRY$ has declared a partition on the state of Elsass;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ALT_title;Declare a partition on the state of Altai Republic;;;;;;;;;;;;;x
declare_partition_ALT_desc;Let the world know of your desire to take as much of Altai Republic as you want;;;;;;;;;;;;;x
partition_ALT_news_longer;$COUNTRY$ has decided that it will make Altai Republic pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ALT_news_short;$COUNTRY$ has declared a partition on the state of Altai Republic;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ANG_title;Declare a partition on the state of Angola;;;;;;;;;;;;;x
declare_partition_ANG_desc;Let the world know of your desire to take as much of Angola as you want;;;;;;;;;;;;;x
partition_ANG_news_longer;$COUNTRY$ has decided that it will make Angola pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ANG_news_short;$COUNTRY$ has declared a partition on the state of Angola;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ANH_title;Declare a partition on the state of Anhalt;;;;;;;;;;;;;x
declare_partition_ANH_desc;Let the world know of your desire to take as much of Anhalt as you want;;;;;;;;;;;;;x
partition_ANH_news_longer;$COUNTRY$ has decided that it will make Anhalt pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ANH_news_short;$COUNTRY$ has declared a partition on the state of Anhalt;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_AOT_title;Declare a partition on the state of Aotearoa;;;;;;;;;;;;;x
declare_partition_AOT_desc;Let the world know of your desire to take as much of Aotearoa as you want;;;;;;;;;;;;;x
partition_AOT_news_longer;$COUNTRY$ has decided that it will make Aotearoa pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_AOT_news_short;$COUNTRY$ has declared a partition on the state of Aotearoa;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ARA_title;Declare a partition on the state of Arabia;;;;;;;;;;;;;x
declare_partition_ARA_desc;Let the world know of your desire to take as much of Arabia as you want;;;;;;;;;;;;;x
partition_ARA_news_longer;$COUNTRY$ has decided that it will make Arabia pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ARA_news_short;$COUNTRY$ has declared a partition on the state of Arabia;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ARC_title;Declare a partition on the state of Argentine Confederation;;;;;;;;;;;;;x
declare_partition_ARC_desc;Let the world know of your desire to take as much of Argentine Confederation as you want;;;;;;;;;;;;;x
partition_ARC_news_longer;$COUNTRY$ has decided that it will make Argentine Confederation pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ARC_news_short;$COUNTRY$ has declared a partition on the state of Argentine Confederation;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ARG_title;Declare a partition on the state of Argentina;;;;;;;;;;;;;x
declare_partition_ARG_desc;Let the world know of your desire to take as much of Argentina as you want;;;;;;;;;;;;;x
partition_ARG_news_longer;$COUNTRY$ has decided that it will make Argentina pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ARG_news_short;$COUNTRY$ has declared a partition on the state of Argentina;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ARM_title;Declare a partition on the state of Armenia;;;;;;;;;;;;;x
declare_partition_ARM_desc;Let the world know of your desire to take as much of Armenia as you want;;;;;;;;;;;;;x
partition_ARM_news_longer;$COUNTRY$ has decided that it will make Armenia pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ARM_news_short;$COUNTRY$ has declared a partition on the state of Armenia;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ARO_title;Declare a partition on the state of Aro;;;;;;;;;;;;;x
declare_partition_ARO_desc;Let the world know of your desire to take as much of Aro as you want;;;;;;;;;;;;;x
partition_ARO_news_longer;$COUNTRY$ has decided that it will make Aro pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ARO_news_short;$COUNTRY$ has declared a partition on the state of Aro;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ARU_title;Declare a partition on the state of Arab Union;;;;;;;;;;;;;x
declare_partition_ARU_desc;Let the world know of your desire to take as much of Arab Union as you want;;;;;;;;;;;;;x
partition_ARU_news_longer;$COUNTRY$ has decided that it will make Arab Union pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ARU_news_short;$COUNTRY$ has declared a partition on the state of Arab Union;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ASH_title;Declare a partition on the state of Ashanti;;;;;;;;;;;;;x
declare_partition_ASH_desc;Let the world know of your desire to take as much of Ashanti as you want;;;;;;;;;;;;;x
partition_ASH_news_longer;$COUNTRY$ has decided that it will make Ashanti pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ASH_news_short;$COUNTRY$ has declared a partition on the state of Ashanti;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ASM_title;Declare a partition on the state of Assam;;;;;;;;;;;;;x
declare_partition_ASM_desc;Let the world know of your desire to take as much of Assam as you want;;;;;;;;;;;;;x
partition_ASM_news_longer;$COUNTRY$ has decided that it will make Assam pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ASM_news_short;$COUNTRY$ has declared a partition on the state of Assam;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_AST_title;Declare a partition on the state of Australia;;;;;;;;;;;;;x
declare_partition_AST_desc;Let the world know of your desire to take as much of Australia as you want;;;;;;;;;;;;;x
partition_AST_news_longer;$COUNTRY$ has decided that it will make Australia pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_AST_news_short;$COUNTRY$ has declared a partition on the state of Australia;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ASY_title;Declare a partition on the state of Assyria;;;;;;;;;;;;;x
declare_partition_ASY_desc;Let the world know of your desire to take as much of Assyria as you want;;;;;;;;;;;;;x
partition_ASY_news_longer;$COUNTRY$ has decided that it will make Assyria pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ASY_news_short;$COUNTRY$ has declared a partition on the state of Assyria;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ATJ_title;Declare a partition on the state of Atjeh;;;;;;;;;;;;;x
declare_partition_ATJ_desc;Let the world know of your desire to take as much of Atjeh as you want;;;;;;;;;;;;;x
partition_ATJ_news_longer;$COUNTRY$ has decided that it will make Atjeh pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ATJ_news_short;$COUNTRY$ has declared a partition on the state of Atjeh;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_ATR_title;Declare a partition on the state of Asturias;;;;;;;;;;;;;x
declare_partition_ATR_desc;Let the world know of your desire to take as much of Asturias as you want;;;;;;;;;;;;;x
partition_ATR_news_longer;$COUNTRY$ has decided that it will make Asturias pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_ATR_news_short;$COUNTRY$ has declared a partition on the state of Asturias;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_AUS_title;Declare a partition on the state of Austria;;;;;;;;;;;;;x
declare_partition_AUS_desc;Let the world know of your desire to take as much of Austria as you want;;;;;;;;;;;;;x
partition_AUS_news_longer;$COUNTRY$ has decided that it will make Austria pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_AUS_news_short;$COUNTRY$ has declared a partition on the state of Austria;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_AWA_title;Declare a partition on the state of Awadh;;;;;;;;;;;;;x
declare_partition_AWA_desc;Let the world know of your desire to take as much of Awadh as you want;;;;;;;;;;;;;x
partition_AWA_news_longer;$COUNTRY$ has decided that it will make Awadh pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_AWA_news_short;$COUNTRY$ has declared a partition on the state of Awadh;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_AWS_title;Declare a partition on the state of Awsa;;;;;;;;;;;;;x
declare_partition_AWS_desc;Let the world know of your desire to take as much of Awsa as you want;;;;;;;;;;;;;x
partition_AWS_news_longer;$COUNTRY$ has decided that it will make Awsa pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_AWS_news_short;$COUNTRY$ has declared a partition on the state of Awsa;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_AZA_title;Declare a partition on the state of Azande;;;;;;;;;;;;;x
declare_partition_AZA_desc;Let the world know of your desire to take as much of Azande as you want;;;;;;;;;;;;;x
partition_AZA_news_longer;$COUNTRY$ has decided that it will make Azande pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_AZA_news_short;$COUNTRY$ has declared a partition on the state of Azande;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_AZB_title;Declare a partition on the state of Azerbaijan;;;;;;;;;;;;;x
declare_partition_AZB_desc;Let the world know of your desire to take as much of Azerbaijan as you want;;;;;;;;;;;;;x
partition_AZB_news_longer;$COUNTRY$ has decided that it will make Azerbaijan pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_AZB_news_short;$COUNTRY$ has declared a partition on the state of Azerbaijan;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BAD_title;Declare a partition on the state of Baden;;;;;;;;;;;;;x
declare_partition_BAD_desc;Let the world know of your desire to take as much of Baden as you want;;;;;;;;;;;;;x
partition_BAD_news_longer;$COUNTRY$ has decided that it will make Baden pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BAD_news_short;$COUNTRY$ has declared a partition on the state of Baden;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BAH_title;Declare a partition on the state of Bahia;;;;;;;;;;;;;x
declare_partition_BAH_desc;Let the world know of your desire to take as much of Bahia as you want;;;;;;;;;;;;;x
partition_BAH_news_longer;$COUNTRY$ has decided that it will make Bahia pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BAH_news_short;$COUNTRY$ has declared a partition on the state of Bahia;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BAL_title;Declare a partition on the state of Bali;;;;;;;;;;;;;x
declare_partition_BAL_desc;Let the world know of your desire to take as much of Bali as you want;;;;;;;;;;;;;x
partition_BAL_news_longer;$COUNTRY$ has decided that it will make Bali pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BAL_news_short;$COUNTRY$ has declared a partition on the state of Bali;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BAN_title;Declare a partition on the state of Banat;;;;;;;;;;;;;x
declare_partition_BAN_desc;Let the world know of your desire to take as much of Banat as you want;;;;;;;;;;;;;x
partition_BAN_news_longer;$COUNTRY$ has decided that it will make Banat pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BAN_news_short;$COUNTRY$ has declared a partition on the state of Banat;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BAS_title;Declare a partition on the state of Bastar;;;;;;;;;;;;;x
declare_partition_BAS_desc;Let the world know of your desire to take as much of Bastar as you want;;;;;;;;;;;;;x
partition_BAS_news_longer;$COUNTRY$ has decided that it will make Bastar pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BAS_news_short;$COUNTRY$ has declared a partition on the state of Bastar;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BAV_title;Declare a partition on the state of Bavaria;;;;;;;;;;;;;x
declare_partition_BAV_desc;Let the world know of your desire to take as much of Bavaria as you want;;;;;;;;;;;;;x
partition_BAV_news_longer;$COUNTRY$ has decided that it will make Bavaria pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BAV_news_short;$COUNTRY$ has declared a partition on the state of Bavaria;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BDK_title;Declare a partition on the state of Badakhshan;;;;;;;;;;;;;x
declare_partition_BDK_desc;Let the world know of your desire to take as much of Badakhshan as you want;;;;;;;;;;;;;x
partition_BDK_news_longer;$COUNTRY$ has decided that it will make Badakhshan pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BDK_news_short;$COUNTRY$ has declared a partition on the state of Badakhshan;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BDN_title;Declare a partition on the state of Bahdinan;;;;;;;;;;;;;x
declare_partition_BDN_desc;Let the world know of your desire to take as much of Bahdinan as you want;;;;;;;;;;;;;x
partition_BDN_news_longer;$COUNTRY$ has decided that it will make Bahdinan pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BDN_news_short;$COUNTRY$ has declared a partition on the state of Bahdinan;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BEL_title;Declare a partition on the state of Belgium;;;;;;;;;;;;;x
declare_partition_BEL_desc;Let the world know of your desire to take as much of Belgium as you want;;;;;;;;;;;;;x
partition_BEL_news_longer;$COUNTRY$ has decided that it will make Belgium pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BEL_news_short;$COUNTRY$ has declared a partition on the state of Belgium;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BEN_title;Declare a partition on the state of Benin;;;;;;;;;;;;;x
declare_partition_BEN_desc;Let the world know of your desire to take as much of Benin as you want;;;;;;;;;;;;;x
partition_BEN_news_longer;$COUNTRY$ has decided that it will make Benin pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BEN_news_short;$COUNTRY$ has declared a partition on the state of Benin;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BER_title;Declare a partition on the state of Beroda;;;;;;;;;;;;;x
declare_partition_BER_desc;Let the world know of your desire to take as much of Beroda as you want;;;;;;;;;;;;;x
partition_BER_news_longer;$COUNTRY$ has decided that it will make Beroda pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BER_news_short;$COUNTRY$ has declared a partition on the state of Beroda;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BHO_title;Declare a partition on the state of Bhopal;;;;;;;;;;;;;x
declare_partition_BHO_desc;Let the world know of your desire to take as much of Bhopal as you want;;;;;;;;;;;;;x
partition_BHO_news_longer;$COUNTRY$ has decided that it will make Bhopal pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BHO_news_short;$COUNTRY$ has declared a partition on the state of Bhopal;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BHP_title;Declare a partition on the state of Bahawalpur;;;;;;;;;;;;;x
declare_partition_BHP_desc;Let the world know of your desire to take as much of Bahawalpur as you want;;;;;;;;;;;;;x
partition_BHP_news_longer;$COUNTRY$ has decided that it will make Bahawalpur pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BHP_news_short;$COUNTRY$ has declared a partition on the state of Bahawalpur;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BHR_title;Declare a partition on the state of Bahrain;;;;;;;;;;;;;x
declare_partition_BHR_desc;Let the world know of your desire to take as much of Bahrain as you want;;;;;;;;;;;;;x
partition_BHR_news_longer;$COUNTRY$ has decided that it will make Bahrain pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BHR_news_short;$COUNTRY$ has declared a partition on the state of Bahrain;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BHT_title;Declare a partition on the state of Bohtan;;;;;;;;;;;;;x
declare_partition_BHT_desc;Let the world know of your desire to take as much of Bohtan as you want;;;;;;;;;;;;;x
partition_BHT_news_longer;$COUNTRY$ has decided that it will make Bohtan pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BHT_news_short;$COUNTRY$ has declared a partition on the state of Bohtan;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BHU_title;Declare a partition on the state of Bhutan;;;;;;;;;;;;;x
declare_partition_BHU_desc;Let the world know of your desire to take as much of Bhutan as you want;;;;;;;;;;;;;x
partition_BHU_news_longer;$COUNTRY$ has decided that it will make Bhutan pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BHU_news_short;$COUNTRY$ has declared a partition on the state of Bhutan;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BIH_title;Declare a partition on the state of Bihar;;;;;;;;;;;;;x
declare_partition_BIH_desc;Let the world know of your desire to take as much of Bihar as you want;;;;;;;;;;;;;x
partition_BIH_news_longer;$COUNTRY$ has decided that it will make Bihar pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BIH_news_short;$COUNTRY$ has declared a partition on the state of Bihar;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BIK_title;Declare a partition on the state of Bikaner;;;;;;;;;;;;;x
declare_partition_BIK_desc;Let the world know of your desire to take as much of Bikaner as you want;;;;;;;;;;;;;x
partition_BIK_news_longer;$COUNTRY$ has decided that it will make Bikaner pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BIK_news_short;$COUNTRY$ has declared a partition on the state of Bikaner;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BKV_title;Declare a partition on the state of Bukovina;;;;;;;;;;;;;x
declare_partition_BKV_desc;Let the world know of your desire to take as much of Bukovina as you want;;;;;;;;;;;;;x
partition_BKV_news_longer;$COUNTRY$ has decided that it will make Bukovina pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BKV_news_short;$COUNTRY$ has declared a partition on the state of Bukovina;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BLC_title;Declare a partition on the state of Baluchistan;;;;;;;;;;;;;x
declare_partition_BLC_desc;Let the world know of your desire to take as much of Baluchistan as you want;;;;;;;;;;;;;x
partition_BLC_news_longer;$COUNTRY$ has decided that it will make Baluchistan pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BLC_news_short;$COUNTRY$ has declared a partition on the state of Baluchistan;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BLZ_title;Declare a partition on the state of Belize;;;;;;;;;;;;;x
declare_partition_BLZ_desc;Let the world know of your desire to take as much of Belize as you want;;;;;;;;;;;;;x
partition_BLZ_news_longer;$COUNTRY$ has decided that it will make Belize pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BLZ_news_short;$COUNTRY$ has declared a partition on the state of Belize;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BMK_title;Declare a partition on the state of Bamako;;;;;;;;;;;;;x
declare_partition_BMK_desc;Let the world know of your desire to take as much of Bamako as you want;;;;;;;;;;;;;x
partition_BMK_news_longer;$COUNTRY$ has decided that it will make Bamako pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BMK_news_short;$COUNTRY$ has declared a partition on the state of Bamako;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BNB_title;Declare a partition on the state of Baban;;;;;;;;;;;;;x
declare_partition_BNB_desc;Let the world know of your desire to take as much of Baban as you want;;;;;;;;;;;;;x
partition_BNB_news_longer;$COUNTRY$ has decided that it will make Baban pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BNB_news_short;$COUNTRY$ has declared a partition on the state of Baban;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BNG_title;Declare a partition on the state of Bengal;;;;;;;;;;;;;x
declare_partition_BNG_desc;Let the world know of your desire to take as much of Bengal as you want;;;;;;;;;;;;;x
partition_BNG_news_longer;$COUNTRY$ has decided that it will make Bengal pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BNG_news_short;$COUNTRY$ has declared a partition on the state of Bengal;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BOH_title;Declare a partition on the state of Bohemia;;;;;;;;;;;;;x
declare_partition_BOH_desc;Let the world know of your desire to take as much of Bohemia as you want;;;;;;;;;;;;;x
partition_BOH_news_longer;$COUNTRY$ has decided that it will make Bohemia pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BOH_news_short;$COUNTRY$ has declared a partition on the state of Bohemia;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BOL_title;Declare a partition on the state of Bolivia;;;;;;;;;;;;;x
declare_partition_BOL_desc;Let the world know of your desire to take as much of Bolivia as you want;;;;;;;;;;;;;x
partition_BOL_news_longer;$COUNTRY$ has decided that it will make Bolivia pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BOL_news_short;$COUNTRY$ has declared a partition on the state of Bolivia;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BOS_title;Declare a partition on the state of Bosnia;;;;;;;;;;;;;x
declare_partition_BOS_desc;Let the world know of your desire to take as much of Bosnia as you want;;;;;;;;;;;;;x
partition_BOS_news_longer;$COUNTRY$ has decided that it will make Bosnia pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BOS_news_short;$COUNTRY$ has declared a partition on the state of Bosnia;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BRA_title;Declare a partition on the state of Braunschweig;;;;;;;;;;;;;x
declare_partition_BRA_desc;Let the world know of your desire to take as much of Braunschweig as you want;;;;;;;;;;;;;x
partition_BRA_news_longer;$COUNTRY$ has decided that it will make Braunschweig pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BRA_news_short;$COUNTRY$ has declared a partition on the state of Braunschweig;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BRD_title;Declare a partition on the state of Urundi;;;;;;;;;;;;;x
declare_partition_BRD_desc;Let the world know of your desire to take as much of Urundi as you want;;;;;;;;;;;;;x
partition_BRD_news_longer;$COUNTRY$ has decided that it will make Urundi pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BRD_news_short;$COUNTRY$ has declared a partition on the state of Urundi;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BRE_title;Declare a partition on the state of Bremen;;;;;;;;;;;;;x
declare_partition_BRE_desc;Let the world know of your desire to take as much of Bremen as you want;;;;;;;;;;;;;x
partition_BRE_news_longer;$COUNTRY$ has decided that it will make Bremen pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BRE_news_short;$COUNTRY$ has declared a partition on the state of Bremen;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BRT_title;Declare a partition on the state of Brittany;;;;;;;;;;;;;x
declare_partition_BRT_desc;Let the world know of your desire to take as much of Brittany as you want;;;;;;;;;;;;;x
partition_BRT_news_longer;$COUNTRY$ has decided that it will make Brittany pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BRT_news_short;$COUNTRY$ has declared a partition on the state of Brittany;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BRU_title;Declare a partition on the state of Brunei;;;;;;;;;;;;;x
declare_partition_BRU_desc;Let the world know of your desire to take as much of Brunei as you want;;;;;;;;;;;;;x
partition_BRU_news_longer;$COUNTRY$ has decided that it will make Brunei pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BRU_news_short;$COUNTRY$ has declared a partition on the state of Brunei;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BRY_title;Declare a partition on the state of Buryatia;;;;;;;;;;;;;x
declare_partition_BRY_desc;Let the world know of your desire to take as much of Buryatia as you want;;;;;;;;;;;;;x
partition_BRY_news_longer;$COUNTRY$ has decided that it will make Buryatia pay for their deeds, and has declared that they will partition their country!;;;;;;;;;;;;;x
partition_BRY_news_short;$COUNTRY$ has declared a partition on the state of Buryatia;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
declare_partition_BRZ_title;Declare a partition on the state of Brazil;;;;;;;;;;;;;x
declare_partition_BRZ_desc;Let the world know of your desire to take as much of Brazil as you want;;;;;;;;;;;;;x
